City,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age
Torrance,Graduate Degree,Professional,M,M,1,3,0,0,133099,34
Port Orchard,High School,Clerical,F,S,0,0,0,0,85962,29
Lincoln Acres,Bachelors,Professional,M,M,1,2,0,2,129522,57
Chula Vista,Partial College,Manual,F,M,1,1,1,1,34135,54
Drancy,High School,Skilled Manual,M,M,1,0,0,1,59521,40
Villeneuve-d'Ascq,Graduate Degree,Manual,F,M,1,1,1,2,34487,47
Morangis,Partial High School,Skilled Manual,M,S,0,1,0,0,54306,25
Glendale,Graduate Degree,Clerical,F,S,1,2,0,0,79606,51
Chula Vista,Graduate Degree,Clerical,M,S,0,1,0,0,77126,39
Oxford,Partial College,Skilled Manual,M,S,0,1,0,0,59362,45
London,Partial High School,Manual,F,S,0,1,0,0,34019,32
Peterborough,Graduate Degree,Professional,F,S,1,2,0,0,129567,36
Orleans,Partial College,Skilled Manual,M,S,0,2,0,0,60667,40
Reading,Graduate Degree,Professional,F,M,1,2,0,2,138022,72
North Sydney,Partial College,Skilled Manual,F,S,0,1,0,0,53629,28
Port Macquarie,Graduate Degree,Management,M,S,1,0,0,0,107890,46
München,Partial College,Clerical,M,S,0,0,0,0,83477,29
Burlingame,Partial College,Manual,F,S,0,0,0,0,25978,29
Caloundra,Partial College,Skilled Manual,F,M,1,2,0,2,57948,59
Findon,Bachelors,Manual,M,S,0,0,0,0,27626,29
San Francisco,Graduate Degree,Skilled Manual,F,M,1,0,0,1,52502,46
York,High School,Manual,F,M,1,0,0,2,32859,55
Burien,Graduate Degree,Manual,F,M,0,0,0,2,34470,39
Walla Walla,Partial College,Manual,M,M,1,0,0,2,33994,56
Poing,Partial College,Skilled Manual,F,S,0,2,0,0,56889,34
Oxford,Bachelors,Manual,M,S,0,0,0,0,31101,37
W. Linn,Partial College,Clerical,F,M,1,2,1,2,79698,47
Everett,Partial College,Management,F,M,1,2,1,2,110846,44
Bendigo,Partial High School,Skilled Manual,F,S,0,1,0,0,57466,34
Rhodes,Partial High School,Skilled Manual,F,M,1,1,1,2,57090,54
Newport Beach,High School,Clerical,F,S,0,3,0,0,82037,28
Bendigo,Bachelors,Skilled Manual,M,S,0,2,0,0,52717,46
Gloucestershire,Partial College,Clerical,F,S,0,3,0,0,79118,26
N. Vancouver,Graduate Degree,Manual,F,M,0,1,2,2,36501,39
Newcastle upon Tyne,Partial College,Clerical,F,S,0,0,0,0,86737,37
Colma,Bachelors,Skilled Manual,M,M,1,0,1,2,58529,46
Bremerton,Bachelors,Management,F,S,1,3,1,1,107870,63
Lake Oswego,Bachelors,Skilled Manual,M,M,0,1,0,1,58953,33
Kirkland,Partial College,Clerical,M,M,1,2,1,2,77607,56
Sooke,Partial College,Skilled Manual,M,M,1,2,0,3,59464,69
Victoria,High School,Skilled Manual,M,M,0,2,0,0,57786,31
Sydney,High School,Manual,M,M,0,1,0,1,31877,33
Chatou,High School,Skilled Manual,F,M,1,0,0,3,53308,92
Oak Bay,Graduate Degree,Professional,F,M,1,3,0,0,137943,34
Bellingham,Partial College,Management,F,S,1,2,0,0,106718,43
Corvallis,Partial High School,Skilled Manual,M,S,1,1,0,0,61966,48
Solingen,Partial High School,Skilled Manual,F,S,0,0,0,0,59016,37
Redwood City,Partial College,Skilled Manual,F,S,0,2,0,0,57754,46
Maidenhead,Partial College,Clerical,F,S,1,1,0,0,87499,43
Coffs Harbour,Partial College,Management,F,S,0,3,0,0,109789,26
Concord,Bachelors,Management,F,M,1,3,0,0,104035,37
Findon,Partial College,Clerical,M,S,1,2,0,0,78413,44
Spring Valley,Bachelors,Clerical,M,M,1,2,0,2,78396,43
Spring Valley,Bachelors,Skilled Manual,M,M,1,0,0,2,54441,60
Paris,Partial College,Manual,M,S,0,0,0,0,28711,49
Lincoln Acres,Graduate Degree,Professional,F,S,0,3,0,0,129067,32
Birmingham,Bachelors,Management,M,M,1,1,1,2,105772,68
Paris,Partial College,Clerical,M,S,1,1,0,1,83057,63
Saint Germain en Laye,High School,Skilled Manual,M,M,1,1,1,2,56598,39
München,Bachelors,Manual,F,M,0,1,1,2,33503,38
Croix,Graduate Degree,Professional,M,M,1,2,0,0,135358,43
Port Hammond,Bachelors,Management,F,S,0,2,0,0,110952,36
Seaford,Graduate Degree,Professional,M,S,1,3,0,0,136281,36
Everett,Graduate Degree,Professional,F,S,1,0,0,1,134033,69
Concord,Graduate Degree,Professional,M,M,1,1,1,2,129502,66
Frankfurt,High School,Skilled Manual,M,S,0,0,0,0,58387,32
Sedro Woolley,Bachelors,Management,F,S,1,3,0,0,102948,41
Sunbury,Bachelors,Professional,M,M,1,2,0,0,131323,37
El Cajon,Bachelors,Clerical,F,M,1,2,0,2,77470,69
San Gabriel,Graduate Degree,Professional,F,M,1,2,0,0,129777,33
Lemon Grove,Partial High School,Manual,F,S,0,1,0,0,33196,51
N. Vancouver,Partial College,Management,F,M,1,2,1,2,110863,49
North Sydney,Bachelors,Professional,F,M,1,2,1,2,130832,39
Bendigo,Bachelors,Manual,M,M,0,1,1,2,30556,36
Townsville,Bachelors,Management,F,M,1,3,0,0,108692,37
Mill Valley,Graduate Degree,Skilled Manual,F,M,1,2,2,2,54780,68
Darmstadt,Bachelors,Skilled Manual,F,M,1,1,0,3,57568,67
Woodburn,Partial College,Skilled Manual,M,M,1,1,1,2,53935,43
Long Beach,Graduate Degree,Professional,M,S,1,2,0,0,130831,46
Concord,Bachelors,Clerical,F,S,0,0,0,0,83616,41
Edmonds,Partial College,Clerical,F,M,1,3,2,2,86932,55
Redmond,Partial College,Skilled Manual,F,S,0,1,0,0,58625,31
Chatou,Partial College,Skilled Manual,M,S,0,0,0,0,61912,31
Lynnwood,High School,Skilled Manual,F,S,0,1,0,0,56625,44
Bellflower,Partial College,Skilled Manual,M,M,1,2,0,2,61679,42
Bury,Partial College,Manual,F,S,0,0,0,0,31747,38
London,Partial College,Skilled Manual,F,M,1,0,0,2,57426,47
Hof,Partial College,Clerical,M,M,1,1,1,2,80987,41
Edmonds,Graduate Degree,Professional,F,S,1,0,0,0,129957,33
Glendale,Bachelors,Clerical,M,S,1,2,0,1,77879,63
Burien,Partial College,Skilled Manual,M,M,1,2,1,2,57127,49
Burien,Bachelors,Professional,F,M,1,1,1,2,137656,60
Melton,Bachelors,Skilled Manual,M,S,0,1,0,0,60980,37
Leipzig,Partial College,Clerical,F,S,0,0,0,0,77129,38
Langley,Partial College,Manual,M,M,1,1,0,2,28823,44
Saint Ouen,Partial College,Skilled Manual,M,M,1,1,1,2,61604,62
San Diego,Bachelors,Professional,M,M,1,3,1,2,128522,57
Hobart,Bachelors,Clerical,M,S,0,2,0,0,81712,42
Chula Vista,Graduate Degree,Skilled Manual,M,S,1,1,0,1,61014,64
Los Angeles,High School,Skilled Manual,M,M,1,1,1,1,54006,51
Darlinghurst,High School,Skilled Manual,F,M,0,2,1,2,55564,34
Imperial Beach,Bachelors,Skilled Manual,F,M,1,0,1,2,61859,46
Gold Coast,Partial High School,Skilled Manual,M,M,0,1,1,1,54863,35
Melton,Bachelors,Clerical,M,M,1,1,0,2,86170,46
Paris,Graduate Degree,Professional,M,M,1,2,0,2,137384,43
Oxford,Bachelors,Clerical,M,M,1,1,1,1,84889,37
Redmond,Bachelors,Skilled Manual,F,M,1,0,1,2,57287,51
San Carlos,Partial College,Clerical,M,S,0,1,0,0,84251,30
Paris,Partial College,Skilled Manual,M,S,0,2,0,0,62358,27
El Cajon,High School,Clerical,F,M,0,2,0,0,76478,30
Solingen,Graduate Degree,Management,F,M,1,2,3,3,107557,60
München,Graduate Degree,Skilled Manual,M,S,0,2,0,0,58563,46
Melton,Bachelors,Skilled Manual,F,S,0,0,0,0,54102,39
Tremblay-en-France,Bachelors,Skilled Manual,F,M,0,0,0,0,51078,32
Stuttgart,Partial High School,Manual,M,M,0,1,0,0,34597,31
Victoria,Graduate Degree,Management,F,S,0,3,0,0,108617,32
Victoria,Partial College,Manual,M,M,1,0,0,2,33567,43
Perth,Bachelors,Skilled Manual,M,S,0,1,0,0,52678,45
Paderborn,Bachelors,Management,M,M,1,2,0,0,112763,41
El Cajon,Graduate Degree,Clerical,F,S,0,0,0,0,77225,37
Milwaukie,Graduate Degree,Manual,M,M,0,0,1,2,33801,34
Saarbrücken,Bachelors,Management,M,M,1,2,2,2,106603,40
North Ryde,High School,Skilled Manual,F,M,1,1,2,2,55675,57
Saint Germain en Laye,Partial College,Skilled Manual,F,S,0,1,0,0,56549,25
Berlin,Bachelors,Professional,F,M,1,3,1,2,132332,46
San Francisco,Partial College,Skilled Manual,M,M,1,2,1,2,53591,44
Bellingham,Partial College,Manual,M,M,1,0,2,2,31874,43
Cheltenham,Partial College,Management,F,M,1,0,1,2,110250,49
Novato,High School,Skilled Manual,F,M,1,1,1,2,51658,48
Bremerton,Partial College,Management,F,S,0,1,0,0,106971,30
Roncq,Bachelors,Management,M,M,1,2,0,2,107401,61
Beaverton,Bachelors,Management,M,M,1,1,1,1,110947,42
Perth,Graduate Degree,Manual,F,S,0,0,0,0,33284,38
Yakima,Bachelors,Management,M,M,1,2,0,0,113492,41
Salzgitter,Bachelors,Skilled Manual,F,M,1,2,1,2,58864,52
Matraville,Bachelors,Manual,M,S,0,1,0,0,26174,28
Paris,Partial College,Clerical,F,S,0,0,0,0,85412,34
Paris La Defense,Graduate Degree,Skilled Manual,F,M,1,2,0,2,56291,69
Cliffside,Partial College,Skilled Manual,F,S,0,1,0,0,56706,32
Newcastle upon Tyne,Bachelors,Clerical,M,S,0,1,0,0,78939,36
Cranbourne,Bachelors,Clerical,F,M,1,3,1,1,81676,37
Cranbourne,Partial College,Skilled Manual,F,S,1,1,0,1,51476,66
Lavender Bay,Bachelors,Professional,F,M,1,2,0,0,132266,46
San Diego,Partial High School,Manual,M,M,1,1,2,2,27102,86
Billericay,Partial High School,Skilled Manual,M,S,0,1,0,0,57288,33
Saarbrücken,Bachelors,Professional,F,M,1,3,0,2,128863,41
Hawthorne,Partial College,Skilled Manual,F,M,0,2,0,0,51596,26
Beverly Hills,Partial College,Clerical,M,S,0,1,0,0,86529,42
Chula Vista,Graduate Degree,Management,M,M,1,3,0,3,107950,66
Walla Walla,Bachelors,Management,F,S,1,2,0,0,102428,41
Beverly Hills,Partial College,Skilled Manual,F,M,1,2,0,2,56269,53
Gateshead,Bachelors,Management,M,S,1,2,0,1,111462,61
Lemon Grove,Graduate Degree,Clerical,M,M,1,1,1,2,78476,38
Beverly Hills,Partial High School,Skilled Manual,M,S,0,1,0,0,60464,25
Newcastle,Partial College,Management,F,S,1,2,0,0,109392,49
Novato,Partial College,Manual,M,M,0,0,0,0,29899,26
Paris,Graduate Degree,Manual,M,M,0,0,1,2,29966,35
Brisbane,Bachelors,Clerical,M,S,0,0,0,0,84208,29
Paris,High School,Clerical,F,M,1,1,1,2,79269,61
Bellflower,High School,Skilled Manual,M,M,1,2,1,1,56774,56
Haney,Partial College,Skilled Manual,F,S,0,1,0,0,57405,42
Santa Cruz,Partial College,Clerical,M,M,0,2,0,0,80307,25
High Wycombe,Bachelors,Skilled Manual,M,M,1,1,1,2,61019,62
Lake Oswego,Partial College,Skilled Manual,M,M,1,0,0,2,54503,56
Lille,High School,Manual,F,M,1,1,0,2,26302,50
Colombes,High School,Skilled Manual,F,S,0,1,0,0,53315,30
San Francisco,Bachelors,Professional,F,M,1,1,1,2,130224,46
Bottrop,Partial College,Skilled Manual,F,M,1,1,0,3,62035,61
Coffs Harbour,Bachelors,Skilled Manual,F,M,1,1,1,2,54033,46
Vancouver,Graduate Degree,Skilled Manual,F,M,0,2,0,0,51944,32
Bellingham,Partial College,Clerical,F,M,1,2,0,1,78663,37
Braunschweig,Partial College,Manual,M,S,1,0,0,0,32846,55
London,Partial College,Skilled Manual,F,M,1,1,3,3,60696,59
Sunbury,High School,Skilled Manual,M,M,1,1,2,2,56474,49
Kirkby,Partial College,Manual,M,S,1,1,0,0,26983,53
Santa Monica,Bachelors,Management,M,M,1,1,1,2,112791,41
Offenbach,High School,Skilled Manual,M,S,0,1,0,0,59539,33
North Ryde,Graduate Degree,Professional,F,S,1,3,0,0,136177,38
Port Macquarie,Bachelors,Management,M,S,0,0,0,0,108032,29
Poing,Graduate Degree,Skilled Manual,F,M,1,1,1,1,53833,46
Goulburn,Partial College,Clerical,M,M,0,0,0,0,83874,24
Bremerton,Partial College,Manual,M,S,0,1,0,0,31385,49
Sunbury,Bachelors,Skilled Manual,M,S,0,1,0,0,52464,37
Oxford,Partial College,Manual,M,M,1,1,0,2,28585,50
Paris,High School,Skilled Manual,F,S,0,1,0,0,60493,32
Esher-Molesey,Bachelors,Professional,M,M,1,3,2,2,133741,36
Paderborn,Bachelors,Professional,M,S,1,2,0,1,132026,61
Torrance,Graduate Degree,Clerical,M,M,1,1,0,2,79680,35
Wollongong,High School,Skilled Manual,M,S,1,0,0,1,54338,58
Lynnwood,High School,Skilled Manual,M,S,0,0,0,0,56181,29
Saint-Denis,High School,Skilled Manual,M,S,0,2,0,0,61482,40
Runcorn,Graduate Degree,Professional,F,S,1,2,0,0,133411,39
Darmstadt,Partial College,Skilled Manual,F,S,0,1,0,0,58012,34
Bremerton,Bachelors,Skilled Manual,F,M,1,0,1,2,52688,65
Salem,Partial College,Skilled Manual,M,S,0,2,0,0,53412,40
London,Partial College,Skilled Manual,F,M,1,1,0,2,54061,51
Kassel,Partial College,Skilled Manual,F,S,0,0,0,0,59401,28
Melbourne,Bachelors,Professional,M,M,1,2,0,0,132168,27
München,Partial High School,Skilled Manual,F,S,0,2,0,0,57305,39
Concord,Bachelors,Skilled Manual,F,S,0,2,0,0,60641,36
Bobigny,Bachelors,Manual,M,M,1,1,0,2,29573,50
Perth,Graduate Degree,Management,M,M,1,1,1,2,112889,63
Darmstadt,Bachelors,Management,F,S,1,2,0,0,105158,52
Saarlouis,Partial College,Clerical,F,M,1,1,0,2,81830,51
Wollongong,Partial College,Manual,M,M,1,1,0,2,28435,61
Santa Cruz,Partial College,Manual,F,M,1,1,0,1,36044,49
Warrnambool,Partial College,Skilled Manual,F,M,1,2,1,2,61226,43
Lincoln Acres,Partial College,Skilled Manual,M,M,1,2,1,2,56606,45
Milsons Point,Bachelors,Clerical,M,S,0,1,0,0,84515,27
Mill Valley,High School,Skilled Manual,M,M,1,2,1,2,60155,48
Rockhampton,Graduate Degree,Skilled Manual,M,S,0,1,0,0,60144,39
Springwood,Graduate Degree,Professional,M,M,1,1,0,1,129708,39
Redmond,Partial College,Manual,M,M,1,0,0,2,29213,54
Puyallup,Partial College,Manual,F,M,1,0,0,1,30642,49
Langford,Bachelors,Manual,F,S,0,1,0,0,33408,36
Newcastle upon Tyne,Bachelors,Management,M,M,1,2,0,0,103911,41
Watford,Partial College,Clerical,M,S,0,2,0,0,78657,34
Haney,High School,Skilled Manual,F,M,1,1,1,2,54237,55
Cliffside,Partial High School,Skilled Manual,M,S,0,0,0,0,52189,25
Langford,Graduate Degree,Clerical,F,M,1,2,1,1,78935,34
Lincoln Acres,Partial College,Management,F,M,1,3,1,2,110910,50
Perth,Graduate Degree,Professional,M,S,1,2,0,0,138715,36
Long Beach,Partial College,Management,F,S,0,3,0,0,104329,31
Beverly Hills,Bachelors,Clerical,M,M,1,3,1,1,78817,42
Kirkland,Partial College,Clerical,F,M,1,2,1,2,84375,41
Spokane,Graduate Degree,Professional,M,M,1,2,0,0,130122,46
Redmond,High School,Manual,F,S,0,1,0,0,28299,49
Portland,High School,Skilled Manual,M,M,0,1,0,0,56759,26
Edmonds,Bachelors,Professional,M,S,1,2,0,0,131550,40
Cliffside,Bachelors,Skilled Manual,F,S,1,0,1,1,54665,68
South Melbourne,High School,Skilled Manual,M,S,1,0,0,0,52997,50
Les Ulis,Partial College,Clerical,F,M,1,0,1,2,77014,41
Chicago,Partial College,Clerical,M,S,0,2,0,0,78223,29
Beverly Hills,Partial College,Clerical,M,S,0,2,0,0,82847,30
Santa Monica,Graduate Degree,Management,M,S,1,0,0,0,105463,41
Kirkby,Bachelors,Management,F,M,1,2,1,2,109288,60
London,Bachelors,Management,F,M,1,0,2,2,112840,61
Les Ulis,High School,Clerical,M,S,0,1,0,0,85398,32
Metchosin,Partial High School,Skilled Manual,M,M,1,2,0,2,57920,50
Bottrop,Partial College,Management,M,S,1,0,0,0,103322,51
Seaford,Bachelors,Clerical,M,S,0,2,0,0,81528,36
Saint-Denis,Partial College,Skilled Manual,F,M,1,1,1,2,51096,62
Cloverdale,Partial College,Clerical,F,S,1,3,0,0,81293,43
Rhodes,Bachelors,Skilled Manual,F,M,0,2,0,2,56583,34
Newport Beach,Bachelors,Management,F,M,1,3,0,2,103060,41
Hamburg,Partial College,Skilled Manual,M,S,1,1,1,1,58992,62
Beverly Hills,Graduate Degree,Skilled Manual,M,M,1,1,0,1,62240,39
Lynnwood,Partial College,Clerical,F,M,1,2,1,2,77550,49
Cheltenham,Partial College,Skilled Manual,F,S,1,2,1,1,53687,75
Gold Coast,Partial College,Clerical,M,M,1,2,1,2,85152,51
Novato,Partial High School,Manual,M,S,0,0,0,0,27881,51
Coronado,Bachelors,Manual,M,S,0,0,0,0,26422,39
Stuttgart,Partial College,Clerical,M,S,0,2,0,0,80039,25
Oxon,Partial College,Skilled Manual,M,M,1,2,1,2,53659,59
Oakland,Graduate Degree,Skilled Manual,M,S,0,2,0,0,60071,42
Newport Beach,Bachelors,Management,M,S,1,0,0,0,106628,44
Tremblay-en-France,Partial High School,Skilled Manual,M,S,0,2,0,0,54163,39
Maidenhead,High School,Skilled Manual,F,S,0,2,0,0,61590,39
Hawthorne,Bachelors,Manual,M,S,0,1,0,0,36431,37
Milwaukie,Bachelors,Clerical,M,M,1,1,1,2,87877,42
Oregon City,Partial College,Management,F,M,1,2,2,2,112877,45
La Jolla,Bachelors,Clerical,F,M,1,3,1,2,79096,58
Lebanon,Bachelors,Management,M,M,1,1,1,1,105264,32
Chatou,Partial High School,Manual,M,S,0,1,0,0,26000,32
Lynnwood,Bachelors,Clerical,F,S,0,0,0,0,79305,40
North Ryde,Bachelors,Clerical,M,S,0,1,0,0,83114,24
Hamburg,Graduate Degree,Skilled Manual,F,S,0,1,0,0,53021,36
Burien,Partial College,Manual,M,M,1,1,1,1,26427,43
Gold Coast,High School,Skilled Manual,M,S,0,1,0,0,54614,31
Oakland,High School,Skilled Manual,F,M,1,2,1,2,56016,49
Rhodes,Partial College,Manual,F,M,1,1,0,2,28517,68
N. Vancouver,Graduate Degree,Management,F,S,0,3,0,0,102514,36
Malabar,Bachelors,Clerical,F,M,0,2,0,0,79233,29
Grossmont,Partial College,Skilled Manual,F,M,1,1,0,2,50924,54
Berkeley,Bachelors,Manual,F,M,1,0,1,2,35706,51
Braunschweig,Partial High School,Manual,M,S,0,1,0,0,36642,32
Paris,High School,Clerical,M,M,1,1,2,2,85831,57
Burien,Graduate Degree,Management,M,S,1,2,0,0,107721,52
Haney,High School,Skilled Manual,F,S,0,2,0,0,61413,30
St. Leonards,Partial High School,Manual,M,M,0,0,0,0,33784,31
Matraville,High School,Skilled Manual,M,M,1,1,0,2,58290,60
Cliffside,High School,Skilled Manual,F,M,0,0,0,0,61571,26
Lebanon,Bachelors,Skilled Manual,F,M,1,1,0,2,61577,58
Billericay,Partial College,Manual,F,M,1,1,0,2,36536,50
Lavender Bay,Bachelors,Professional,M,S,0,2,0,0,129603,29
Kassel,Partial College,Skilled Manual,F,S,0,2,0,0,54128,46
York,Graduate Degree,Clerical,M,M,1,2,1,1,84256,44
Yakima,Graduate Degree,Skilled Manual,F,S,0,1,0,0,60800,33
Shawnee,Partial High School,Manual,M,S,0,0,0,0,25601,27
Port Macquarie,Partial College,Clerical,F,M,0,1,0,0,79201,25
Erlangen,Graduate Degree,Professional,F,M,1,2,0,0,131510,45
Esher-Molesey,Bachelors,Manual,F,S,0,0,0,0,30231,38
Seattle,Partial High School,Skilled Manual,F,S,1,1,0,0,54845,48
Concord,Bachelors,Skilled Manual,M,M,1,1,1,2,53282,62
Boulogne-Billancourt,Partial College,Clerical,M,S,1,3,0,1,79453,70
Santa Monica,Bachelors,Skilled Manual,F,M,1,2,0,2,61134,58
Lake Oswego,Partial College,Manual,M,M,1,0,1,1,29761,44
Spokane,Partial College,Clerical,F,M,1,1,1,2,78681,42
Port Macquarie,Bachelors,Professional,M,M,1,4,1,2,137873,40
Kassel,High School,Skilled Manual,M,M,1,1,1,2,60322,54
N. Vancouver,Partial College,Management,F,S,1,1,0,0,112715,45
Colombes,Partial College,Skilled Manual,F,S,1,0,0,0,57582,52
Calgary,Graduate Degree,Professional,F,M,1,1,0,1,130834,32
Essen,High School,Skilled Manual,M,S,0,2,0,0,56702,32
Mill Valley,Bachelors,Skilled Manual,M,M,1,0,1,2,52184,62
Rockhampton,Bachelors,Professional,M,S,1,2,0,0,132416,37
Paris,High School,Skilled Manual,F,M,1,2,1,2,51346,53
Newcastle,High School,Clerical,F,M,0,3,0,0,86646,28
Roubaix,Graduate Degree,Manual,F,S,0,1,0,0,34749,46
Wollongong,Bachelors,Skilled Manual,F,S,0,2,0,0,61346,41
Woodland Hills,Graduate Degree,Skilled Manual,F,M,1,1,0,1,61257,39
Sedro Woolley,Bachelors,Clerical,F,S,0,1,0,0,81315,42
Coronado,Bachelors,Management,F,S,1,0,0,0,101869,40
El Cajon,Partial College,Skilled Manual,M,S,0,1,0,0,55932,30
San Diego,Bachelors,Manual,F,M,0,1,0,2,29355,41
Milsons Point,Graduate Degree,Management,F,S,1,2,0,0,103328,46
Colma,Bachelors,Professional,F,S,1,0,0,0,129532,42
Versailles,Bachelors,Skilled Manual,M,M,1,1,1,2,56621,44
Bendigo,High School,Skilled Manual,F,M,0,2,0,0,61022,32
Milton Keynes,Bachelors,Management,F,M,1,3,0,0,105071,31
Marysville,Graduate Degree,Clerical,M,M,1,1,1,2,79612,66
Hawthorne,Bachelors,Clerical,M,S,0,1,0,0,78999,29
Oakland,Partial High School,Skilled Manual,M,S,1,1,0,0,52464,48
St. Leonards,Bachelors,Clerical,F,S,0,0,0,0,81449,36
Paris,High School,Skilled Manual,M,S,0,2,0,0,59487,33
N. Vancouver,Partial High School,Skilled Manual,F,S,0,1,0,0,58395,28
Geelong,Partial High School,Manual,F,S,0,0,0,0,26746,33
Sunbury,Bachelors,Management,M,S,0,3,0,0,110716,30
Royal Oak,Partial High School,Manual,F,S,1,0,0,0,35315,55
Redwood City,Partial College,Skilled Manual,M,S,1,1,0,0,61847,54
Oregon City,Bachelors,Clerical,F,S,0,1,0,0,86993,41
Burlingame,Partial College,Skilled Manual,M,S,0,0,0,0,51821,31
Haney,High School,Clerical,M,M,0,3,0,0,80529,26
Paris,Graduate Degree,Skilled Manual,M,S,0,1,0,0,59695,43
Renton,Bachelors,Clerical,F,S,1,2,0,0,77779,43
Ingolstadt,Partial College,Clerical,F,S,0,0,0,0,86556,26
Lake Oswego,High School,Manual,M,M,1,1,0,1,33664,48
Esher-Molesey,Bachelors,Clerical,M,M,1,0,2,3,85477,73
Oakland,Partial College,Skilled Manual,F,M,1,1,1,1,57129,44
Kirkland,Partial College,Skilled Manual,M,S,0,0,0,0,56850,27
Colombes,Partial College,Clerical,F,S,1,0,0,0,76315,48
Orleans,Partial College,Management,M,S,0,2,0,0,111087,30
Concord,Partial College,Management,F,S,0,1,0,0,106475,29
Chula Vista,Partial College,Clerical,F,S,1,3,0,0,78318,43
Newton,Bachelors,Manual,M,M,1,0,0,2,28974,65
Sunbury,High School,Clerical,M,S,0,3,0,0,81813,28
Coffs Harbour,Partial College,Skilled Manual,F,S,0,0,0,0,56000,45
Solingen,Partial College,Management,F,S,0,3,0,0,108347,28
Everett,Bachelors,Professional,F,M,1,2,0,0,128003,35
Torrance,Partial College,Skilled Manual,F,S,0,1,0,0,52289,29
Burien,Partial College,Manual,F,M,1,1,0,2,32829,56
Leipzig,Bachelors,Clerical,M,M,1,2,1,1,87350,40
Werne,Partial High School,Skilled Manual,F,S,0,2,0,0,56120,34
Bellingham,High School,Skilled Manual,F,S,0,2,0,0,57869,44
Kassel,Graduate Degree,Management,F,M,1,0,0,2,103352,83
Coffs Harbour,High School,Clerical,F,M,1,2,2,2,81417,61
Yakima,Partial College,Clerical,F,S,1,2,0,0,79319,55
National City,Bachelors,Clerical,M,S,0,3,0,0,79749,37
Cambridge,Partial High School,Manual,F,S,0,0,0,0,34085,39
London,Partial College,Skilled Manual,F,M,1,0,0,1,58968,47
Bellflower,Bachelors,Skilled Manual,M,S,0,0,0,0,57921,43
Oregon City,Bachelors,Clerical,M,M,1,2,1,2,86315,40
Sydney,Bachelors,Management,F,M,1,3,0,0,110737,31
Berlin,Partial College,Manual,F,M,0,0,1,2,28581,35
Peterborough,Bachelors,Professional,M,S,1,3,0,0,138875,45
Oregon City,Bachelors,Management,M,M,1,3,1,2,108150,57
Haney,Graduate Degree,Skilled Manual,F,M,0,2,0,2,51489,33
Beverly Hills,Bachelors,Manual,F,S,0,0,0,0,33895,37
Cloverdale,Partial College,Skilled Manual,F,S,1,2,1,1,61909,66
San Gabriel,High School,Skilled Manual,F,M,0,1,0,0,51056,29
Saint Germain en Laye,High School,Skilled Manual,F,S,0,0,0,0,55271,37
Geelong,Bachelors,Management,M,S,1,1,0,0,109343,42
Oregon City,High School,Manual,M,M,1,1,1,1,32067,49
Findon,Bachelors,Skilled Manual,M,S,0,2,0,0,55403,29
Berkeley,Partial College,Manual,F,M,1,1,1,1,28528,44
Spokane,Partial College,Skilled Manual,F,M,1,2,2,2,53851,40
Grossmont,Graduate Degree,Manual,M,M,0,1,1,1,29193,35
Colma,Partial High School,Skilled Manual,F,S,0,1,0,0,51139,28
Seaford,Bachelors,Professional,M,M,1,3,1,2,132445,65
Victoria,Bachelors,Skilled Manual,F,S,0,2,0,0,52748,36
Frankfurt,Partial College,Clerical,F,M,1,1,1,2,81043,35
Bellingham,High School,Manual,M,M,1,0,1,2,32974,49
Bellingham,Graduate Degree,Skilled Manual,M,M,1,1,1,2,52837,64
Sèvres,Bachelors,Clerical,M,S,1,2,0,0,86254,47
Bellingham,High School,Clerical,M,M,0,2,0,0,78740,25
